timestamp,co2_concentration,temperature,humidity,pressure,wind_speed
2020-01-01 00:00:00,426.43658,15.062865,73.78976,1013.2238,2.8512998
2020-01-01 00:10:00,427.02795,15.282903,70.17151,1013.09784,3.4437995
2020-01-01 00:20:00,428.10727,16.017458,73.209076,1013.4208,3.4788704
2020-01-01 00:30:00,428.21454,16.096659,68.30745,1013.2426,3.4128518
2020-01-01 00:40:00,428.26605,16.121351,75.4104,1013.1036,3.3886096
2020-01-01 00:50:00,429.28125,16.912315,73.097885,1013.71484,3.8098528
2020-01-01 01:00:00,430.54675,17.722553,74.691185,1013.4379,3.7288067
2020-01-01 01:10:00,430.43573,17.879187,76.50065,1013.4059,4.2019234
2020-01-01 01:20:00,429.92838,17.384293,76.63555,1013.1432,4.055678
2020-01-01 01:30:00,428.78656,17.428757,74.573746,1013.49817,4.2168746
2020-01-01 01:40:00,429.13428,18.06931,76.36971,1013.1437,4.6157107
2020-01-01 01:50:00,431.5149,18.714651,73.30753,1013.41,4.757849
2020-01-01 02:00:00,429.37503,17.837484,76.88259,1013.7602,4.876808
2020-01-01 02:10:00,429.3047,19.189001,76.45651,1013.56683,5.0599074
2020-01-01 02:20:00,428.72256,18.965656,74.9155,1013.65265,4.7880397
2020-01-01 02:30:00,426.9173,19.503958,72.77518,1013.6087,5.007157
2020-01-01 02:40:00,425.93835,19.87017,73.86151,1014.0193,5.2303467
2020-01-01 02:50:00,430.24268,20.246572,74.931175,1014.0057,5.170769
2020-01-01 03:00:00,429.04587,20.862669,74.60145,1014.2915,4.887859
2020-01-01 03:10:00,431.47568,21.419476,72.95408,1014.6851,5.0886545
2020-01-01 03:20:00,430.25977,21.064089,74.274345,1014.1881,5.478963
2020-01-01 03:30:00,427.00113,22.030058,75.3814,1014.2345,5.006847
2020-01-01 03:40:00,428.44763,21.22062,72.02979,1014.3497,4.9413257
2020-01-01 03:50:00,429.67548,21.922886,71.592125,1014.618,4.7790103
2020-01-01 04:00:00,429.71246,22.379938,71.35504,1014.5412,4.666951
2020-01-01 04:10:00,431.03622,22.143093,73.11019,1014.0276,4.5556803
2020-01-01 04:20:00,428.90625,21.878714,74.285706,1014.19055,4.325128
2020-01-01 04:30:00,429.75134,21.930174,74.87363,1014.6841,4.598472
2020-01-01 04:40:00,429.17798,22.288677,72.61811,1014.6403,4.269625
2020-01-01 04:50:00,432.1443,22.739834,70.60971,1015.0904,4.0941443
2020-01-01 05:00:00,429.77203,22.222597,68.696175,1014.77264,3.6094806
2020-01-01 05:10:00,431.73148,22.70578,71.73646,1014.6496,3.6101136
2020-01-01 05:20:00,432.48624,22.79885,70.574036,1015.54,3.9424698
2020-01-01 05:30:00,429.2678,23.201982,69.14492,1015.0959,3.7628424
2020-01-01 05:40:00,430.7998,23.076887,72.40463,1014.9488,2.9083896
2020-01-01 05:50:00,431.65524,23.170073,67.08223,1015.1057,3.3799706
2020-01-01 06:00:00,430.34024,22.673086,69.33751,1014.8378,3.0480065
2020-01-01 06:10:00,432.23267,22.92758,65.33857,1015.39435,2.8118987
2020-01-01 06:20:00,432.06396,23.361546,67.718315,1015.2479,3.5188234
2020-01-01 06:30:00,434.34985,23.678274,67.46051,1015.37415,3.5612743
2020-01-01 06:40:00,429.62997,22.24893,63.45118,1015.0838,3.6480942
2020-01-01 06:50:00,430.23083,23.56733,70.006165,1015.9361,3.6905687
2020-01-01 07:00:00,430.71414,23.400345,67.06032,1014.7445,4.2297506
2020-01-01 07:10:00,429.5593,23.020391,60.73871,1015.29156,3.6444292
2020-01-01 07:20:00,430.04388,22.649769,63.74983,1015.7131,4.048405
2020-01-01 07:30:00,426.2996,22.234076,63.886627,1015.8105,4.894139
2020-01-01 07:40:00,431.28857,22.979473,64.11932,1015.5464,4.3805065
2020-01-01 07:50:00,428.78876,23.076216,60.45231,1015.37024,4.4476223
2020-01-01 08:00:00,429.8141,22.829021,59.18507,1015.738,4.674412
2020-01-01 08:10:00,430.5573,22.404684,58.610336,1015.53204,4.8000646
2020-01-01 08:20:00,428.53848,21.731907,58.166687,1015.18005,5.083319
2020-01-01 08:30:00,431.8597,20.742668,58.31448,1015.68414,4.6389694
2020-01-01 08:40:00,429.1568,21.12613,57.166965,1015.5897,4.8207197
2020-01-01 08:50:00,429.24454,21.226456,58.05209,1015.6843,4.826329
2020-01-01 09:00:00,430.03015,20.012674,54.964123,1015.84717,5.383724
2020-01-01 09:10:00,427.8255,20.602283,55.693745,1015.65753,5.1749454
2020-01-01 09:20:00,429.72028,20.357233,55.98141,1016.02405,5.222243
2020-01-01 09:30:00,429.201,20.218113,56.44646,1016.07025,4.5490685
2020-01-01 09:40:00,425.11124,18.996553,56.08468,1015.9137,4.7058463
2020-01-01 09:50:00,426.03476,18.967546,56.173367,1016.05756,4.983025
2020-01-01 10:00:00,426.65765,18.781782,53.12149,1015.5294,4.4848123
2020-01-01 10:10:00,426.09592,18.109089,52.113403,1016.4818,4.558574
2020-01-01 10:20:00,425.9212,19.25063,51.84412,1015.72534,4.5061297
2020-01-01 10:30:00,428.2737,17.813513,49.348648,1015.95404,4.432853
2020-01-01 10:40:00,425.16855,17.900646,49.20247,1015.78174,4.0222135
2020-01-01 10:50:00,427.01874,17.27636,47.066494,1016.1064,4.0844746
2020-01-01 11:00:00,427.02084,17.86229,47.816185,1015.82623,3.7734442
2020-01-01 11:10:00,426.15863,17.391697,49.52932,1015.99744,3.9409869
2020-01-01 11:20:00,428.34094,16.705862,52.170254,1015.9204,3.9291825
2020-01-01 11:30:00,426.96234,14.942454,50.30529,1015.72925,3.8016224
2020-01-01 11:40:00,428.25446,15.723261,48.334118,1016.62646,3.738077
2020-01-01 11:50:00,426.74423,15.690798,46.20122,1015.7393,3.1006234
2020-01-01 12:00:00,428.63812,15.501981,49.506,1016.1713,3.0683374
2020-01-01 12:10:00,427.8047,14.342092,48.093456,1016.3818,3.537184
2020-01-01 12:20:00,425.61807,15.213759,46.334545,1016.16174,2.7839398
2020-01-01 12:30:00,426.25116,13.295575,48.266247,1015.88153,3.557036
2020-01-01 12:40:00,426.39166,13.28005,43.918747,1016.3465,3.4530506
2020-01-01 12:50:00,426.8901,13.736008,46.311283,1016.41266,3.8860915
2020-01-01 13:00:00,425.80655,12.953975,47.24295,1015.87524,3.9287493
2020-01-01 13:10:00,427.33472,13.59555,42.242638,1015.9895,4.1209097
2020-01-01 13:20:00,428.69592,12.358098,44.805553,1016.1064,4.256236
2020-01-01 13:30:00,424.38516,11.621936,44.78042,1016.47473,4.5805335
2020-01-01 13:40:00,427.51376,11.430272,41.896774,1016.0327,4.511331
2020-01-01 13:50:00,427.243,10.760438,45.173447,1015.8547,4.781797
2020-01-01 14:00:00,425.0018,10.36116,44.5108,1015.76514,4.7193875
2020-01-01 14:10:00,422.73145,11.0168085,43.451836,1015.936,4.748855
2020-01-01 14:20:00,424.47083,10.701971,43.463814,1016.28815,5.0103517
2020-01-01 14:30:00,424.6733,10.777188,47.553154,1015.9134,5.06742
2020-01-01 14:40:00,423.63135,9.480396,43.039974,1015.9364,4.862254
2020-01-01 14:50:00,426.20377,10.439832,47.57508,1015.5418,5.0962386
2020-01-01 15:00:00,425.02988,9.199451,44.96283,1015.8952,5.1482186
2020-01-01 15:10:00,424.61874,9.888986,46.615097,1015.1049,5.0484138
2020-01-01 15:20:00,424.4312,8.6552515,44.639755,1016.1572,4.836082
2020-01-01 15:30:00,427.53638,8.285432,47.913624,1015.72253,4.6267843
2020-01-01 15:40:00,424.59653,8.571676,44.86072,1015.6186,5.0828567
2020-01-01 15:50:00,423.80618,8.768595,48.192287,1015.8456,4.719371
2020-01-01 16:00:00,427.04175,8.152302,48.96546,1015.1209,4.6584535
2020-01-01 16:10:00,423.46365,7.611149,45.0221,1015.20154,4.5625086
2020-01-01 16:20:00,422.31674,7.078928,48.723133,1015.20996,4.247697
2020-01-01 16:30:00,425.08377,6.9082036,46.342175,1015.2039,4.4565597
2020-01-01 16:40:00,423.31845,7.7338004,50.294872,1015.68823,4.2259507
2020-01-01 16:50:00,422.72675,7.865121,49.94858,1015.57104,4.5496016
2020-01-01 17:00:00,422.13754,7.190446,47.768356,1015.17596,4.023945
2020-01-01 17:10:00,421.29254,6.6524496,49.61996,1015.6944,3.7717366
2020-01-01 17:20:00,422.79453,7.558059,50.38465,1015.73663,3.746194
2020-01-01 17:30:00,423.02155,6.428244,47.72285,1015.09875,3.3593
2020-01-01 17:40:00,425.77676,6.673908,54.552765,1015.24615,3.2829983
2020-01-01 17:50:00,425.8294,7.3181233,51.2152,1015.1003,3.086972
2020-01-01 18:00:00,425.12256,5.8749294,53.54559,1015.3003,3.272542
2020-01-01 18:10:00,428.86572,7.200799,55.06676,1015.0275,2.9617488
2020-01-01 18:20:00,424.55374,6.739622,50.932163,1015.47845,3.5582619
2020-01-01 18:30:00,425.7174,7.1230807,51.154224,1015.32715,4.039162
2020-01-01 18:40:00,425.89917,7.0836873,51.85978,1014.674,3.664269
2020-01-01 18:50:00,426.4224,7.290689,56.32628,1014.9129,3.8546174
2020-01-01 19:00:00,426.84125,7.6196795,55.053253,1014.5951,3.9003189
2020-01-01 19:10:00,424.16025,6.9910793,58.092953,1014.8236,4.243765
2020-01-01 19:20:00,423.0944,8.19295,58.618618,1015.0521,4.376888
2020-01-01 19:30:00,422.78442,7.9720106,57.28473,1015.2087,4.296148
2020-01-01 19:40:00,424.88174,8.171404,61.114307,1014.45044,4.6686077
2020-01-01 19:50:00,423.22055,8.486345,59.38954,1014.5731,4.7447567
2020-01-01 20:00:00,425.30557,8.4655905,57.715588,1014.05316,4.666723
2020-01-01 20:10:00,424.79007,8.674908,61.667473,1014.5794,4.9351764
2020-01-01 20:20:00,422.82574,8.48458,59.78771,1014.5896,4.8691397
2020-01-01 20:30:00,427.59955,7.9397864,62.435112,1014.5545,5.0378504
2020-01-01 20:40:00,422.3467,8.804122,60.758465,1014.4698,4.8782744
2020-01-01 20:50:00,427.8094,8.717024,64.46093,1014.3405,5.0001693
2020-01-01 21:00:00,427.3504,8.631775,63.19637,1013.9599,4.9822054
2020-01-01 21:10:00,425.56583,9.724504,63.73167,1013.7939,5.0225697
2020-01-01 21:20:00,427.4874,9.573424,63.574463,1014.05115,4.7948675
2020-01-01 21:30:00,426.40454,9.615006,69.00006,1013.7708,4.7982
2020-01-01 21:40:00,426.78046,9.889888,65.64971,1014.5417,4.807357
2020-01-01 21:50:00,423.61838,10.835812,69.53194,1013.87665,5.381968
2020-01-01 22:00:00,425.8681,11.179336,61.043804,1014.1472,4.9581604
2020-01-01 22:10:00,425.66577,11.967239,67.71498,1013.7659,4.661167
2020-01-01 22:20:00,425.52222,11.612097,67.68168,1013.8515,4.6651
2020-01-01 22:30:00,427.18222,12.459453,69.417564,1013.3642,4.2756324
2020-01-01 22:40:00,428.437,12.964972,70.98723,1014.0525,4.315356
